3_1	 1-t+t^2
13a_3975	 -6+35*t-78*t^2+99*t^3-78*t^4+35*t^5-6*t^6
13a_3976	 -6+31*t-64*t^2+79*t^3-64*t^4+31*t^5-6*t^6
13a_3977	 5-34*t+95*t^2-131*t^3+95*t^4-34*t^5+5*t^6
13a_3978	 -1+10*t-37*t^2+75*t^3-93*t^4+75*t^5-37*t^6+10*t^7-t^8
13a_3979	 -3+18*t-43*t^2+66*t^3-75*t^4+66*t^5-43*t^6+18*t^7-3*t^8
13a_3980	 1-11*t+40*t^2-76*t^3+93*t^4-76*t^5+40*t^6-11*t^7+t^8
13a_3981	 -5+31*t-72*t^2+93*t^3-72*t^4+31*t^5-5*t^6
13a_3982	 -1+7*t-23*t^2+47*t^3-68*t^4+77*t^5-68*t^6+47*t^7-23*t^8+7*t^9-t^10
13a_3983	 -2+14*t-45*t^2+85*t^3-103*t^4+85*t^5-45*t^6+14*t^7-2*t^8
13a_3984	 3-13*t+28*t^2-43*t^3+51*t^4-43*t^5+28*t^6-13*t^7+3*t^8
13a_3985	 6-28*t+57*t^2-69*t^3+57*t^4-28*t^5+6*t^6
13a_3986	 -1+6*t-18*t^2+35*t^3-52*t^4+61*t^5-52*t^6+35*t^7-18*t^8+6*t^9-t^10
13a_3987	 -2+12*t-33*t^2+52*t^3-57*t^4+52*t^5-33*t^6+12*t^7-2*t^8
13a_3988	 -2+12*t-34*t^2+56*t^3-63*t^4+56*t^5-34*t^6+12*t^7-2*t^8
13a_3989	 -4+25*t-69*t^2+97*t^3-69*t^4+25*t^5-4*t^6
13a_3990	 5-19*t+30*t^2-31*t^3+30*t^4-19*t^5+5*t^6
13a_3991	 10-42*t+65*t^2-42*t^3+10*t^4
13a_3992	 -1+6*t-18*t^2+34*t^3-45*t^4+49*t^5-45*t^6+34*t^7-18*t^8+6*t^9-t^10
13a_3993	 -2+13*t-41*t^2+78*t^3-95*t^4+78*t^5-41*t^6+13*t^7-2*t^8
13a_3994	 -1+7*t-24*t^2+53*t^3-85*t^4+101*t^5-85*t^6+53*t^7-24*t^8+7*t^9-t^10
13a_3995	 3-16*t+43*t^2-75*t^3+91*t^4-75*t^5+43*t^6-16*t^7+3*t^8
13a_3996	 -3+25*t-74*t^2+105*t^3-74*t^4+25*t^5-3*t^6
13a_3997	 -1+7*t-22*t^2+44*t^3-65*t^4+75*t^5-65*t^6+44*t^7-22*t^8+7*t^9-t^10
13a_3998	 -2+15*t-48*t^2+88*t^3-105*t^4+88*t^5-48*t^6+15*t^7-2*t^8
13a_3999	 -2+16*t-56*t^2+112*t^3-139*t^4+112*t^5-56*t^6+16*t^7-2*t^8
13a_4000	 -1+12*t-50*t^2+111*t^3-143*t^4+111*t^5-50*t^6+12*t^7-t^8
13a_4001	 3-16*t+41*t^2-64*t^3+73*t^4-64*t^5+41*t^6-16*t^7+3*t^8
13a_4002	 2-14*t+43*t^2-80*t^3+99*t^4-80*t^5+43*t^6-14*t^7+2*t^8
13a_4003	 2-15*t+47*t^2-85*t^3+103*t^4-85*t^5+47*t^6-15*t^7+2*t^8
13a_4004	 -2+14*t-46*t^2+90*t^3-111*t^4+90*t^5-46*t^6+14*t^7-2*t^8
13a_4005	 5-26*t+62*t^2-81*t^3+62*t^4-26*t^5+5*t^6
13a_4006	 -1+7*t-21*t^2+39*t^3-52*t^4+57*t^5-52*t^6+39*t^7-21*t^8+7*t^9-t^10
13a_4007	 -2+15*t-48*t^2+90*t^3-109*t^4+90*t^5-48*t^6+15*t^7-2*t^8
13a_4008	 1-6*t+19*t^2-39*t^3+58*t^4-65*t^5+58*t^6-39*t^7+19*t^8-6*t^9+t^10
13a_4009	 2-13*t+42*t^2-82*t^3+103*t^4-82*t^5+42*t^6-13*t^7+2*t^8
13a_4010	 -2+15*t-46*t^2+83*t^3-99*t^4+83*t^5-46*t^6+15*t^7-2*t^8
13a_4011	 -1+6*t-17*t^2+31*t^3-42*t^4+47*t^5-42*t^6+31*t^7-17*t^8+6*t^9-t^10
13a_4012	 -2+12*t-33*t^2+55*t^3-63*t^4+55*t^5-33*t^6+12*t^7-2*t^8
13a_4013	 3-15*t+37*t^2-58*t^3+67*t^4-58*t^5+37*t^6-15*t^7+3*t^8
13a_4014	 6-30*t+68*t^2-87*t^3+68*t^4-30*t^5+6*t^6
13a_4015	 -3+22*t-60*t^2+83*t^3-60*t^4+22*t^5-3*t^6
13a_4016	 -1+7*t-22*t^2+41*t^3-54*t^4+59*t^5-54*t^6+41*t^7-22*t^8+7*t^9-t^10
13a_4017	 -2+14*t-44*t^2+80*t^3-95*t^4+80*t^5-44*t^6+14*t^7-2*t^8
13a_4018	 -1+7*t-23*t^2+48*t^3-72*t^4+83*t^5-72*t^6+48*t^7-23*t^8+7*t^9-t^10
13a_4019	 -1+7*t-22*t^2+44*t^3-66*t^4+77*t^5-66*t^6+44*t^7-22*t^8+7*t^9-t^10
13a_4020	 -2+14*t-41*t^2+68*t^3-77*t^4+68*t^5-41*t^6+14*t^7-2*t^8
13a_4021	 -2+15*t-50*t^2+98*t^3-121*t^4+98*t^5-50*t^6+15*t^7-2*t^8
13a_4022	 -1+7*t-24*t^2+53*t^3-83*t^4+97*t^5-83*t^6+53*t^7-24*t^8+7*t^9-t^10
13a_4023	 2-16*t+55*t^2-108*t^3+135*t^4-108*t^5+55*t^6-16*t^7+2*t^8
13a_4024	 -1+6*t-18*t^2+37*t^3-55*t^4+63*t^5-55*t^6+37*t^7-18*t^8+6*t^9-t^10
13a_4025	 -1+6*t-17*t^2+31*t^3-40*t^4+43*t^5-40*t^6+31*t^7-17*t^8+6*t^9-t^10
13a_4026	 -2+13*t-40*t^2+76*t^3-93*t^4+76*t^5-40*t^6+13*t^7-2*t^8
13a_4027	 1-7*t+22*t^2-45*t^3+67*t^4-75*t^5+67*t^6-45*t^7+22*t^8-7*t^9+t^10
13a_4028	 1-7*t+22*t^2-43*t^3+61*t^4-67*t^5+61*t^6-43*t^7+22*t^8-7*t^9+t^10
13a_4029	 1-7*t+24*t^2-51*t^3+77*t^4-87*t^5+77*t^6-51*t^7+24*t^8-7*t^9+t^10
13a_4030	 1-7*t+23*t^2-47*t^3+70*t^4-79*t^5+70*t^6-47*t^7+23*t^8-7*t^9+t^10
13a_4031	 1-7*t+23*t^2-47*t^3+69*t^4-77*t^5+69*t^6-47*t^7+23*t^8-7*t^9+t^10
13a_4032	 -1+6*t-18*t^2+39*t^3-62*t^4+73*t^5-62*t^6+39*t^7-18*t^8+6*t^9-t^10
13a_4033	 -2+12*t-32*t^2+54*t^3-63*t^4+54*t^5-32*t^6+12*t^7-2*t^8
13a_4034	 -2+14*t-46*t^2+92*t^3-115*t^4+92*t^5-46*t^6+14*t^7-2*t^8
13a_4035	 2-14*t+42*t^2-77*t^3+95*t^4-77*t^5+42*t^6-14*t^7+2*t^8
13a_4036	 2-15*t+48*t^2-89*t^3+109*t^4-89*t^5+48*t^6-15*t^7+2*t^8
13a_4037	 2-14*t+46*t^2-89*t^3+111*t^4-89*t^5+46*t^6-14*t^7+2*t^8
13a_4038	 2-15*t+52*t^2-103*t^3+129*t^4-103*t^5+52*t^6-15*t^7+2*t^8
13a_4039	 1-6*t+18*t^2-34*t^3+48*t^4-53*t^5+48*t^6-34*t^7+18*t^8-6*t^9+t^10
13a_4040	 2-13*t+41*t^2-77*t^3+95*t^4-77*t^5+41*t^6-13*t^7+2*t^8
13a_4041	 1-7*t+20*t^2-34*t^3+45*t^4-49*t^5+45*t^6-34*t^7+20*t^8-7*t^9+t^10
13a_4042	 2-15*t+46*t^2-80*t^3+95*t^4-80*t^5+46*t^6-15*t^7+2*t^8
13a_4043	 2-14*t+48*t^2-99*t^3+127*t^4-99*t^5+48*t^6-14*t^7+2*t^8
13a_4044	 -1+7*t-23*t^2+50*t^3-80*t^4+95*t^5-80*t^6+50*t^7-23*t^8+7*t^9-t^10
13a_4045	 3-18*t+50*t^2-87*t^3+105*t^4-87*t^5+50*t^6-18*t^7+3*t^8
13a_4046	 -2+14*t-44*t^2+84*t^3-103*t^4+84*t^5-44*t^6+14*t^7-2*t^8
13a_4047	 -2+12*t-34*t^2+61*t^3-73*t^4+61*t^5-34*t^6+12*t^7-2*t^8
13a_4048	 2-14*t+44*t^2-83*t^3+103*t^4-83*t^5+44*t^6-14*t^7+2*t^8
13a_4049	 2-15*t+50*t^2-96*t^3+119*t^4-96*t^5+50*t^6-15*t^7+2*t^8
13a_4050	 1-7*t+23*t^2-49*t^3+76*t^4-87*t^5+76*t^6-49*t^7+23*t^8-7*t^9+t^10
13a_4051	 1-6*t+18*t^2-36*t^3+55*t^4-63*t^5+55*t^6-36*t^7+18*t^8-6*t^9+t^10
13a_4052	 -3+18*t-50*t^2+89*t^3-107*t^4+89*t^5-50*t^6+18*t^7-3*t^8
13a_4053	 -3+15*t-35*t^2+54*t^3-61*t^4+54*t^5-35*t^6+15*t^7-3*t^8
13a_4054	 13-53*t+107*t^2-133*t^3+107*t^4-53*t^5+13*t^6
13a_4055	 1-6*t+20*t^2-43*t^3+67*t^4-77*t^5+67*t^6-43*t^7+20*t^8-6*t^9+t^10
13a_4056	 -3+17*t-46*t^2+82*t^3-99*t^4+82*t^5-46*t^6+17*t^7-3*t^8
13a_4057	 -7+42*t-99*t^2+129*t^3-99*t^4+42*t^5-7*t^6
13a_4058	 2-16*t+52*t^2-94*t^3+113*t^4-94*t^5+52*t^6-16*t^7+2*t^8
13a_4059	 1-7*t+23*t^2-49*t^3+76*t^4-87*t^5+76*t^6-49*t^7+23*t^8-7*t^9+t^10
13a_4060	 2-16*t+50*t^2-86*t^3+101*t^4-86*t^5+50*t^6-16*t^7+2*t^8
13a_4061	 -2+14*t-46*t^2+89*t^3-109*t^4+89*t^5-46*t^6+14*t^7-2*t^8
13a_4062	 6-31*t+68*t^2-85*t^3+68*t^4-31*t^5+6*t^6
13a_4063	 -3+16*t-39*t^2+64*t^3-75*t^4+64*t^5-39*t^6+16*t^7-3*t^8
13a_4064	 2-14*t+45*t^2-86*t^3+107*t^4-86*t^5+45*t^6-14*t^7+2*t^8
13a_4065	 2-12*t+34*t^2-59*t^3+71*t^4-59*t^5+34*t^6-12*t^7+2*t^8
13a_4066	 -5+26*t-56*t^2+71*t^3-56*t^4+26*t^5-5*t^6
13a_4067	 -6+30*t-66*t^2+85*t^3-66*t^4+30*t^5-6*t^6
13a_4068	 5-16*t+29*t^2-40*t^3+45*t^4-40*t^5+29*t^6-16*t^7+5*t^8
13a_4069	 10-36*t+65*t^2-77*t^3+65*t^4-36*t^5+10*t^6
13a_4070	 1-5*t+14*t^2-25*t^3+34*t^4-37*t^5+34*t^6-25*t^7+14*t^8-5*t^9+t^10
13a_4071	 2-11*t+33*t^2-61*t^3+75*t^4-61*t^5+33*t^6-11*t^7+2*t^8
13a_4072	 -3+14*t-31*t^2+50*t^3-59*t^4+50*t^5-31*t^6+14*t^7-3*t^8
13a_4073	 -6+28*t-55*t^2+67*t^3-55*t^4+28*t^5-6*t^6
13a_4074	 -2+12*t-34*t^2+58*t^3-67*t^4+58*t^5-34*t^6+12*t^7-2*t^8
13a_4075	 6-26*t+47*t^2-53*t^3+47*t^4-26*t^5+6*t^6
13a_4076	 12-52*t+81*t^2-52*t^3+12*t^4
13a_4077	 -2+13*t-40*t^2+74*t^3-89*t^4+74*t^5-40*t^6+13*t^7-2*t^8
13a_4078	 -2+12*t-31*t^2+48*t^3-53*t^4+48*t^5-31*t^6+12*t^7-2*t^8
13a_4079	 6-31*t+69*t^2-87*t^3+69*t^4-31*t^5+6*t^6
13a_4080	 -8+43*t-96*t^2+123*t^3-96*t^4+43*t^5-8*t^6
13a_4081	 -2+14*t-43*t^2+79*t^3-95*t^4+79*t^5-43*t^6+14*t^7-2*t^8
13a_4082	 -4+28*t-78*t^2+109*t^3-78*t^4+28*t^5-4*t^6
13a_4083	 5-18*t+38*t^2-57*t^3+65*t^4-57*t^5+38*t^6-18*t^7+5*t^8
13a_4084	 8-28*t+52*t^2-63*t^3+52*t^4-28*t^5+8*t^6
13a_4085	 5-15*t+26*t^2-35*t^3+39*t^4-35*t^5+26*t^6-15*t^7+5*t^8
13a_4086	 10-34*t+59*t^2-69*t^3+59*t^4-34*t^5+10*t^6
13a_4087	 9-27*t+40*t^2-43*t^3+40*t^4-27*t^5+9*t^6
13a_4088	 18-60*t+85*t^2-60*t^3+18*t^4
13a_4089	 2-14*t+43*t^2-79*t^3+97*t^4-79*t^5+43*t^6-14*t^7+2*t^8
13a_4090	 -3+15*t-30*t^2+43*t^3-49*t^4+43*t^5-30*t^6+15*t^7-3*t^8
13a_4091	 -6+30*t-57*t^2+67*t^3-57*t^4+30*t^5-6*t^6
13a_4092	 2-14*t+45*t^2-85*t^3+105*t^4-85*t^5+45*t^6-14*t^7+2*t^8
13a_4093	 -7+40*t-89*t^2+113*t^3-89*t^4+40*t^5-7*t^6
13a_4094	 2-12*t+34*t^2-60*t^3+73*t^4-60*t^5+34*t^6-12*t^7+2*t^8
13a_4095	 11-41*t+77*t^2-93*t^3+77*t^4-41*t^5+11*t^6
13a_4096	 2-13*t+38*t^2-61*t^3+69*t^4-61*t^5+38*t^6-13*t^7+2*t^8
13a_4097	 4-26*t+73*t^2-101*t^3+73*t^4-26*t^5+4*t^6
13a_4098	 -1+10*t-38*t^2+80*t^3-101*t^4+80*t^5-38*t^6+10*t^7-t^8
13a_4099	 12-48*t+96*t^2-119*t^3+96*t^4-48*t^5+12*t^6
13a_4100	 -6+31*t-71*t^2+93*t^3-71*t^4+31*t^5-6*t^6
13a_4101	 -5+25*t-46*t^2+53*t^3-46*t^4+25*t^5-5*t^6
13a_4102	 -10+48*t-75*t^2+48*t^3-10*t^4
13a_4103	 3-27*t+82*t^2-115*t^3+82*t^4-27*t^5+3*t^6
13a_4104	 2-16*t+49*t^2-80*t^3+91*t^4-80*t^5+49*t^6-16*t^7+2*t^8
13a_4105	 8-24*t+35*t^2-37*t^3+35*t^4-24*t^5+8*t^6
13a_4106	 16-54*t+77*t^2-54*t^3+16*t^4
13a_4107	 2-13*t+37*t^2-58*t^3+65*t^4-58*t^5+37*t^6-13*t^7+2*t^8
13a_4108	 2-9*t+19*t^2-23*t^3+23*t^4-23*t^5+19*t^6-9*t^7+2*t^8
13a_4109	 4-20*t+47*t^2-61*t^3+47*t^4-20*t^5+4*t^6
13a_4110	 4-27*t+76*t^2-105*t^3+76*t^4-27*t^5+4*t^6
13a_4111	 2-13*t+38*t^2-66*t^3+79*t^4-66*t^5+38*t^6-13*t^7+2*t^8
13a_4112	 3-25*t+76*t^2-107*t^3+76*t^4-25*t^5+3*t^6
13a_4113	 -6+35*t-78*t^2+99*t^3-78*t^4+35*t^5-6*t^6
13a_4114	 -6+24*t-39*t^2+43*t^3-39*t^4+24*t^5-6*t^6
13a_4115	 -12+50*t-75*t^2+50*t^3-12*t^4
13a_4116	 3-25*t+76*t^2-107*t^3+76*t^4-25*t^5+3*t^6
13a_4117	 -1+6*t-18*t^2+34*t^3-46*t^4+51*t^5-46*t^6+34*t^7-18*t^8+6*t^9-t^10
13a_4118	 -1+7*t-24*t^2+52*t^3-82*t^4+97*t^5-82*t^6+52*t^7-24*t^8+7*t^9-t^10
13a_4119	 -2+14*t-49*t^2+102*t^3-129*t^4+102*t^5-49*t^6+14*t^7-2*t^8
13a_4120	 3-12*t+21*t^2-26*t^3+29*t^4-26*t^5+21*t^6-12*t^7+3*t^8
13a_4121	 3-16*t+41*t^2-68*t^3+81*t^4-68*t^5+41*t^6-16*t^7+3*t^8
13a_4122	 6-35*t+89*t^2-119*t^3+89*t^4-35*t^5+6*t^6
13a_4123	 -1+6*t-18*t^2+35*t^3-49*t^4+55*t^5-49*t^6+35*t^7-18*t^8+6*t^9-t^10
13a_4124	 -1+7*t-24*t^2+53*t^3-83*t^4+97*t^5-83*t^6+53*t^7-24*t^8+7*t^9-t^10
13a_4125	 -1+7*t-24*t^2+54*t^3-86*t^4+101*t^5-86*t^6+54*t^7-24*t^8+7*t^9-t^10
13a_4126	 -1+6*t-19*t^2+39*t^3-60*t^4+71*t^5-60*t^6+39*t^7-19*t^8+6*t^9-t^10
13a_4127	 -2+12*t-35*t^2+59*t^3-67*t^4+59*t^5-35*t^6+12*t^7-2*t^8
13a_4128	 3-15*t+37*t^2-62*t^3+75*t^4-62*t^5+37*t^6-15*t^7+3*t^8
13a_4129	 6-30*t+64*t^2-79*t^3+64*t^4-30*t^5+6*t^6
13a_4130	 1-7*t+23*t^2-50*t^3+78*t^4-89*t^5+78*t^6-50*t^7+23*t^8-7*t^9+t^10
13a_4131	 1-7*t+24*t^2-52*t^3+80*t^4-91*t^5+80*t^6-52*t^7+24*t^8-7*t^9+t^10
13a_4132	 2-14*t+48*t^2-97*t^3+123*t^4-97*t^5+48*t^6-14*t^7+2*t^8
13a_4133	 -1+6*t-20*t^2+44*t^3-69*t^4+81*t^5-69*t^6+44*t^7-20*t^8+6*t^9-t^10
13a_4134	 -1+6*t-19*t^2+38*t^3-54*t^4+61*t^5-54*t^6+38*t^7-19*t^8+6*t^9-t^10
13a_4135	 -3+16*t-38*t^2+56*t^3-61*t^4+56*t^5-38*t^6+16*t^7-3*t^8
13a_4136	 -6+36*t-90*t^2+121*t^3-90*t^4+36*t^5-6*t^6
13a_4137	 1-6*t+20*t^2-42*t^3+64*t^4-73*t^5+64*t^6-42*t^7+20*t^8-6*t^9+t^10
13a_4138	 2-12*t+38*t^2-72*t^3+89*t^4-72*t^5+38*t^6-12*t^7+2*t^8
13a_4139	 -3+15*t-36*t^2+61*t^3-73*t^4+61*t^5-36*t^6+15*t^7-3*t^8
13a_4140	 -6+29*t-59*t^2+73*t^3-59*t^4+29*t^5-6*t^6
13a_4141	 8-43*t+105*t^2-139*t^3+105*t^4-43*t^5+8*t^6
13a_4142	 -2+16*t-54*t^2+104*t^3-127*t^4+104*t^5-54*t^6+16*t^7-2*t^8
13a_4143	 -1+6*t-17*t^2+33*t^3-50*t^4+59*t^5-50*t^6+33*t^7-17*t^8+6*t^9-t^10
13a_4144	 -1+6*t-18*t^2+34*t^3-45*t^4+49*t^5-45*t^6+34*t^7-18*t^8+6*t^9-t^10
13a_4145	 -2+13*t-37*t^2+62*t^3-71*t^4+62*t^5-37*t^6+13*t^7-2*t^8
13a_4146	 -2+13*t-40*t^2+74*t^3-89*t^4+74*t^5-40*t^6+13*t^7-2*t^8
13a_4147	 3-17*t+44*t^2-68*t^3+77*t^4-68*t^5+44*t^6-17*t^7+3*t^8
13a_4148	 -2+15*t-48*t^2+89*t^3-107*t^4+89*t^5-48*t^6+15*t^7-2*t^8
13a_4149	 -1+7*t-23*t^2+49*t^3-75*t^4+87*t^5-75*t^6+49*t^7-23*t^8+7*t^9-t^10
13a_4150	 1-7*t+22*t^2-46*t^3+70*t^4-79*t^5+70*t^6-46*t^7+22*t^8-7*t^9+t^10
13a_4151	 2-14*t+41*t^2-74*t^3+91*t^4-74*t^5+41*t^6-14*t^7+2*t^8
13a_4152	 -1+7*t-23*t^2+51*t^3-82*t^4+97*t^5-82*t^6+51*t^7-23*t^8+7*t^9-t^10
13a_4153	 -1+7*t-23*t^2+51*t^3-78*t^4+89*t^5-78*t^6+51*t^7-23*t^8+7*t^9-t^10
13a_4154	 -2+14*t-43*t^2+83*t^3-103*t^4+83*t^5-43*t^6+14*t^7-2*t^8
13a_4155	 2-13*t+34*t^2-55*t^3+65*t^4-55*t^5+34*t^6-13*t^7+2*t^8
13a_4156	 -8+46*t-107*t^2+139*t^3-107*t^4+46*t^5-8*t^6
13a_4157	 1-6*t+19*t^2-38*t^3+56*t^4-63*t^5+56*t^6-38*t^7+19*t^8-6*t^9+t^10
13a_4158	 2-13*t+42*t^2-80*t^3+99*t^4-80*t^5+42*t^6-13*t^7+2*t^8
13a_4159	 -3+17*t-45*t^2+78*t^3-93*t^4+78*t^5-45*t^6+17*t^7-3*t^8
13a_4160	 3-17*t+45*t^2-72*t^3+83*t^4-72*t^5+45*t^6-17*t^7+3*t^8
13a_4161	 6-36*t+92*t^2-123*t^3+92*t^4-36*t^5+6*t^6
13a_4162	 -2+14*t-45*t^2+86*t^3-105*t^4+86*t^5-45*t^6+14*t^7-2*t^8
13a_4163	 -2+12*t-31*t^2+47*t^3-51*t^4+47*t^5-31*t^6+12*t^7-2*t^8
13a_4164	 3-17*t+46*t^2-74*t^3+85*t^4-74*t^5+46*t^6-17*t^7+3*t^8
13a_4165	 -4+26*t-70*t^2+97*t^3-70*t^4+26*t^5-4*t^6
13a_4166	 6-35*t+90*t^2-121*t^3+90*t^4-35*t^5+6*t^6
13a_4167	 -2+13*t-38*t^2+67*t^3-79*t^4+67*t^5-38*t^6+13*t^7-2*t^8
13a_4168	 1-12*t+52*t^2-117*t^3+153*t^4-117*t^5+52*t^6-12*t^7+t^8
13a_4169	 -3+17*t-47*t^2+84*t^3-101*t^4+84*t^5-47*t^6+17*t^7-3*t^8
13a_4170	 2-14*t+44*t^2-81*t^3+99*t^4-81*t^5+44*t^6-14*t^7+2*t^8
13a_4171	 -3+16*t-34*t^2+45*t^3-47*t^4+45*t^5-34*t^6+16*t^7-3*t^8
13a_4172	 -6+35*t-82*t^2+107*t^3-82*t^4+35*t^5-6*t^6
13a_4173	 3-17*t+48*t^2-84*t^3+101*t^4-84*t^5+48*t^6-17*t^7+3*t^8
13a_4174	 -1+6*t-17*t^2+32*t^3-44*t^4+49*t^5-44*t^6+32*t^7-17*t^8+6*t^9-t^10
13a_4175	 -1+7*t-24*t^2+54*t^3-87*t^4+103*t^5-87*t^6+54*t^7-24*t^8+7*t^9-t^10
13a_4176	 1-7*t+22*t^2-44*t^3+65*t^4-73*t^5+65*t^6-44*t^7+22*t^8-7*t^9+t^10
13a_4177	 2-14*t+43*t^2-79*t^3+97*t^4-79*t^5+43*t^6-14*t^7+2*t^8
13a_4178	 1-7*t+24*t^2-52*t^3+81*t^4-93*t^5+81*t^6-52*t^7+24*t^8-7*t^9+t^10
13a_4179	 -2+13*t-39*t^2+72*t^3-87*t^4+72*t^5-39*t^6+13*t^7-2*t^8
13a_4180	 1-7*t+25*t^2-56*t^3+90*t^4-105*t^5+90*t^6-56*t^7+25*t^8-7*t^9+t^10
13a_4181	 -3+20*t-62*t^2+117*t^3-143*t^4+117*t^5-62*t^6+20*t^7-3*t^8
13a_4182	 1-7*t+22*t^2-46*t^3+71*t^4-81*t^5+71*t^6-46*t^7+22*t^8-7*t^9+t^10
13a_4183	 1-7*t+24*t^2-52*t^3+81*t^4-93*t^5+81*t^6-52*t^7+24*t^8-7*t^9+t^10
13a_4184	 -3+17*t-49*t^2+90*t^3-109*t^4+90*t^5-49*t^6+17*t^7-3*t^8
13a_4185	 -8+48*t-115*t^2+151*t^3-115*t^4+48*t^5-8*t^6
13a_4186	 1-6*t+18*t^2-36*t^3+54*t^4-61*t^5+54*t^6-36*t^7+18*t^8-6*t^9+t^10
13a_4187	 2-12*t+34*t^2-60*t^3+73*t^4-60*t^5+34*t^6-12*t^7+2*t^8
13a_4188	 2-15*t+46*t^2-81*t^3+97*t^4-81*t^5+46*t^6-15*t^7+2*t^8
13a_4189	 1-6*t+19*t^2-40*t^3+60*t^4-67*t^5+60*t^6-40*t^7+19*t^8-6*t^9+t^10
13a_4190	 11-39*t+68*t^2-79*t^3+68*t^4-39*t^5+11*t^6
13a_4191	 19-66*t+95*t^2-66*t^3+19*t^4
13a_4192	 2-13*t+39*t^2-69*t^3+83*t^4-69*t^5+39*t^6-13*t^7+2*t^8
13a_4193	 2-13*t+41*t^2-75*t^3+91*t^4-75*t^5+41*t^6-13*t^7+2*t^8
13a_4194	 2-13*t+39*t^2-67*t^3+79*t^4-67*t^5+39*t^6-13*t^7+2*t^8
13a_4195	 11-38*t+65*t^2-75*t^3+65*t^4-38*t^5+11*t^6
13a_4196	 20-69*t+99*t^2-69*t^3+20*t^4
13a_4197	 -2+13*t-41*t^2+79*t^3-97*t^4+79*t^5-41*t^6+13*t^7-2*t^8
13a_4198	 -6+34*t-75*t^2+95*t^3-75*t^4+34*t^5-6*t^6
13a_4199	 2-14*t+42*t^2-76*t^3+93*t^4-76*t^5+42*t^6-14*t^7+2*t^8
13a_4200	 -7+37*t-82*t^2+105*t^3-82*t^4+37*t^5-7*t^6
13a_4201	 1-5*t+12*t^2-17*t^3+21*t^4-23*t^5+21*t^6-17*t^7+12*t^8-5*t^9+t^10
13a_4202	 2-11*t+29*t^2-44*t^3+49*t^4-44*t^5+29*t^6-11*t^7+2*t^8
13a_4203	 2-11*t+27*t^2-36*t^3+37*t^4-36*t^5+27*t^6-11*t^7+2*t^8
13a_4204	 4-24*t+64*t^2-87*t^3+64*t^4-24*t^5+4*t^6
13a_4205	 -4+29*t-82*t^2+115*t^3-82*t^4+29*t^5-4*t^6
13a_4206	 -3+14*t-26*t^2+35*t^3-39*t^4+35*t^5-26*t^6+14*t^7-3*t^8
13a_4207	 -6+29*t-54*t^2+63*t^3-54*t^4+29*t^5-6*t^6
13a_4208	 -11+51*t-79*t^2+51*t^3-11*t^4
13a_4209	 -7+32*t-66*t^2+83*t^3-66*t^4+32*t^5-7*t^6
13a_4210	 4-31*t+90*t^2-125*t^3+90*t^4-31*t^5+4*t^6
13a_4211	 2-14*t+46*t^2-90*t^3+113*t^4-90*t^5+46*t^6-14*t^7+2*t^8
13a_4212	 5-18*t+38*t^2-57*t^3+65*t^4-57*t^5+38*t^6-18*t^7+5*t^8
13a_4213	 8-27*t+48*t^2-57*t^3+48*t^4-27*t^5+8*t^6
13a_4214	 13-41*t+57*t^2-41*t^3+13*t^4
13a_4215	 11-41*t+76*t^2-91*t^3+76*t^4-41*t^5+11*t^6
13a_4216	 17-58*t+83*t^2-58*t^3+17*t^4
13a_4217	 13-52*t+103*t^2-127*t^3+103*t^4-52*t^5+13*t^6
13a_4218	 -1+7*t-23*t^2+49*t^3-72*t^4+81*t^5-72*t^6+49*t^7-23*t^8+7*t^9-t^10
13a_4219	 2-15*t+45*t^2-77*t^3+91*t^4-77*t^5+45*t^6-15*t^7+2*t^8
13a_4220	 2-16*t+54*t^2-106*t^3+133*t^4-106*t^5+54*t^6-16*t^7+2*t^8
13a_4221	 1-7*t+23*t^2-51*t^3+82*t^4-95*t^5+82*t^6-51*t^7+23*t^8-7*t^9+t^10
13a_4222	 2-14*t+48*t^2-96*t^3+121*t^4-96*t^5+48*t^6-14*t^7+2*t^8
13a_4223	 1-6*t+19*t^2-37*t^3+52*t^4-57*t^5+52*t^6-37*t^7+19*t^8-6*t^9+t^10
13a_4224	 2-13*t+43*t^2-84*t^3+105*t^4-84*t^5+43*t^6-13*t^7+2*t^8
13a_4225	 7-40*t+100*t^2-133*t^3+100*t^4-40*t^5+7*t^6
13a_4226	 -2+14*t-45*t^2+89*t^3-111*t^4+89*t^5-45*t^6+14*t^7-2*t^8
13a_4227	 2-14*t+46*t^2-92*t^3+117*t^4-92*t^5+46*t^6-14*t^7+2*t^8
13a_4228	 1-6*t+17*t^2-32*t^3+44*t^4-47*t^5+44*t^6-32*t^7+17*t^8-6*t^9+t^10
13a_4229	 2-13*t+40*t^2-78*t^3+99*t^4-78*t^5+40*t^6-13*t^7+2*t^8
13a_4230	 -5+25*t-50*t^2+61*t^3-50*t^4+25*t^5-5*t^6
13a_4231	 2-13*t+39*t^2-67*t^3+79*t^4-67*t^5+39*t^6-13*t^7+2*t^8
13a_4232	 -6+34*t-77*t^2+99*t^3-77*t^4+34*t^5-6*t^6
13a_4233	 21-74*t+107*t^2-74*t^3+21*t^4
13a_4234	 -3+16*t-41*t^2+68*t^3-79*t^4+68*t^5-41*t^6+16*t^7-3*t^8
13a_4235	 -5+26*t-60*t^2+79*t^3-60*t^4+26*t^5-5*t^6
